id, Date, Own Capital, Assets, Long Term Liabilities, Current Liabilities, Current Asset, Non Current Asset, Long Credits
2458, 2013-09-25, 137412679.69, 875986012.01, 4826718.84, 6484862.96, 24728426.61, 21612279.45, 30142264.87
2459, 2013-09-26, 170406933.76, 915783166.69, 4806784.28, 3931102.54, 17803032.49, 85536274.45, 65103511.30
2460, 2013-09-27, 142826800.46, 767838230.26, 6235118.88, 7822511.26, 14167185.08, 90253661.70, 36798742.21
2461, 2013-09-28, 129934858.48, 1107019634.43, 4576699.54, 5347532.23, 84308958.08, 90559090.26, 45348424.79
2462, 2013-09-29, 153179959.91, 849453878.81, 8043152.09, 5676736.74, 60308397.75, 35628606.83, 26586128.84
2463, 2013-09-30, 136450666.00, 1128191978.58, 5326934.38, 5641326.94, 14660100.23, 44456677.50, 41354496.75
2464, 2013-10-01, 176525896.04, 919669567.40, 5362133.33, 8462227.36, 54558126.41, 60681758.86, 85333371.35
2465, 2013-10-02, 160996794.73, 861072891.53, 5328496.50, 8492142.99, 59924236.38, 59344506.53, 12116140.52
2466, 2013-10-03, 125178380.42, 832352753.24, 3983413.58, 4749910.20, 48470753.36, 12751167.84, 15538188.87
2467, 2013-10-04, 140857401.61, 1111775846.43, 6568036.13, 4188289.75, 13506734.15, 85544958.99, 46108130.05
2468, 2013-10-05, 134382605.51, 782744485.76, 7217021.20, 6681765.13, 58920309.78, 19810162.64, 30694106.27
2469, 2013-10-06, 129582472.46, 924529074.76, 5986585.55, 7415124.35, 61566887.07, 68626190.28, 83809517.49
2470, 2013-10-07, 160534885.98, 706222673.41, 5518361.11, 5223530.68, 42483192.13, 50572080.65, 61942062.66
2471, 2013-10-08, 167920266.12, 739494305.72, 5316378.62, 8672489.64, 89249603.23, 64650491.84, 63243027.89
2472, 2013-10-09, 137076408.84, 941456918.69, 5193660.34, 5455489.35, 38259990.55, 74267089.63, 34151911.54
2473, 2013-10-10, 155697579.24, 1025860042.64, 6530388.93, 4197942.17, 75714180.47, 61124930.66, 57652488.47
2474, 2013-10-11, 160932673.59, 995186440.27, 5300327.48, 3926099.66, 70180539.65, 85091081.43, 58455907.45
2475, 2013-10-12, 153105057.38, 898958371.19, 5382980.97, 8958245.49, 78417279.98, 69212509.12, 42933672.92
2476, 2013-10-13, 177761693.19, 776959161.85, 6383975.80, 7922875.95, 93244883.12, 51206598.27, 72736478.53
2477, 2013-10-14, 132535238.90, 728573137.44, 4595156.63, 2473484.35, 40486054.83, 31635443.79, 26571804.80
2478, 2013-10-15, 127778760.72, 993656037.15, 6790042.04, 6107907.28, 17223997.03, 63048030.88, 22651994.02
2479, 2013-10-16, 138837355.16, 1033511088.37, 5158471.59, 4661872.88, 52445013.73, 60848956.31, 80667886.93
2480, 2013-10-17, 125210199.11, 952539872.04, 6778243.56, 3697763.01, 59971100.18, 63451329.99, 10279596.77
2481, 2013-10-18, 144004756.41, 903838393.11, 5195690.02, 4527110.51, 91085382.96, 24521070.85, 53056139.08
2482, 2013-10-19, 180429893.61, 806427814.78, 5915397.03, 4994538.47, 45932328.76, 66157593.47, 11308764.24
2483, 2013-10-20, 178675766.61, 769273350.20, 6207196.30, 6312978.65, 43007016.79, 57781390.48, 32136869.95
2484, 2013-10-21, 156783147.57, 866481437.84, 6473382.23, 5346289.12, 13120178.05, 26370152.64, 70107160.22
2485, 2013-10-22, 138486852.33, 1112272974.83, 4611119.14, 6160280.10, 58529358.70, 32981746.01, 11310463.44
2486, 2013-10-23, 160934024.90, 1242803566.57, 6635714.68, 2831915.36, 92236236.89, 79278625.79, 12872547.34
2487, 2013-10-24, 178551415.58, 947058745.11, 4216050.56, 3672059.34, 91648332.92, 63210614.87, 53005880.55
2488, 2013-10-25, 171735367.85, 850788658.55, 5930870.10, 5744427.96, 44920957.82, 57674119.92, 54092038.74
2489, 2013-10-26, 131179798.20, 715436256.22, 6077156.91, 5484456.76, 15333791.41, 52820019.74, 22088160.17
2490, 2013-10-27, 139064849.90, 734073474.94, 7223608.91, 8108914.73, 31043829.37, 51590720.27, 10276187.27
2491, 2013-10-28, 134205233.24, 843297753.04, 4137258.33, 1775523.67, 44507248.21, 62442301.25, 37276160.39
2492, 2013-10-29, 152421433.96, 983264127.43, 6015749.41, 9074577.44, 60768881.34, 91314426.57, 77739779.10
2493, 2013-10-30, 155941004.29, 1238593084.70, 6891231.62, 3745551.21, 34419044.14, 14255292.15, 35618893.13
2494, 2013-10-31, 126236093.02, 994829602.19, 6998085.72, 4899308.24, 48712186.66, 55370149.32, 19594229.22
2495, 2013-11-01, 167111354.54, 887734594.97, 5359479.97, 5529209.22, 51848602.71, 61453036.51, 51372572.82
2496, 2013-11-02, 166634236.17, 1103083767.11, 7279603.90, 7863428.70, 12553804.45, 65839945.86, 67876008.03
2497, 2013-11-03, 156870581.03, 1239951671.81, 6015990.84, 6002403.90, 78582923.90, 60390481.46, 18365557.89
2498, 2013-11-04, 161738888.14, 882554296.82, 5763990.09, 4176850.44, 28621484.27, 40625690.38, 34720353.74
2499, 2013-11-05, 174499200.68, 1071441795.46, 6061963.28, 6096216.49, 33727859.42, 85992939.82, 14906814.40
2500, 2013-11-06, 164447584.44, 727489814.65, 6382175.80, 3250678.64, 87264462.00, 84764384.38, 17822359.66
2501, 2013-11-07, 185501540.67, 1164435348.60, 6627607.75, 5028365.21, 87639528.57, 64516054.32, 18193611.42
2502, 2013-11-08, 151137742.14, 1144035220.21, 6176643.87, 1331816.64, 92424752.96, 61806041.17, 17297689.80
2503, 2013-11-09, 171815720.54, 844382291.74, 5110031.96, 2398594.99, 21146138.43, 80359824.99, 16518512.53
2504, 2013-11-10, 172238326.13, 715173852.82, 6796141.60, 5387745.81, 65446619.35, 38965833.47, 69385283.41
2505, 2013-11-11, 165735540.73, 886676716.50, 5070566.23, 7363396.76, 78827963.60, 68830464.33, 62012401.21
2506, 2013-11-12, 154834633.23, 762304192.49, 5349200.61, 9133204.52, 61422572.21, 90221656.04, 84644655.97
2507, 2013-11-13, 185774967.96, 969084046.37, 6792018.09, 4604965.49, 93133303.69, 23194701.02, 63817786.00
2508, 2013-11-14, 178017355.44, 777299314.33, 6185236.08, 7516799.03, 31372369.33, 59827296.34, 36568282.65
2509, 2013-11-15, 134357444.21, 1055263512.72, 5196332.57, 1748461.73, 46310230.04, 79389503.09, 89812561.39
2510, 2013-11-16, 156948417.86, 1058199624.70, 4912089.48, 7433672.86, 57293652.55, 40384488.59, 79049669.19
2511, 2013-11-17, 155172884.42, 790826189.96, 5995564.02, 4901112.53, 17786430.30, 74749234.35, 80429523.42
2512, 2013-11-18, 184242958.98, 730470386.79, 5408102.91, 3204914.95, 61958248.60, 89018437.80, 49533051.33
2513, 2013-11-19, 165461152.50, 962571919.29, 7949773.63, 8441107.06, 48260061.70, 80126329.78, 73727280.32
2514, 2013-11-20, 147807321.42, 991239749.86, 5461350.74, 5699430.76, 82680331.02, 49539114.36, 59840371.18
2515, 2013-11-21, 152000161.90, 1087553431.39, 5313162.83, 8524988.71, 28991372.83, 18711216.18, 85034555.98
2516, 2013-11-22, 143250665.22, 1185183162.74, 7114196.52, 5394348.46, 38701108.95, 90377192.54, 30755771.56
2517, 2013-11-23, 140132698.07, 936821920.48, 5605362.20, 1292969.24, 52091299.21, 93478656.67, 48775934.70
2518, 2013-11-24, 164011663.98, 1019080835.75, 7108263.01, 8645614.64, 30668860.75, 77507316.51, 29883998.04
2519, 2013-11-25, 183756562.76, 879144297.32, 5470640.17, 7224355.16, 57635250.61, 31865462.85, 73835873.00
2520, 2013-11-26, 143333071.38, 730251652.44, 6303685.56, 4880691.03, 52531699.60, 51344030.24, 33296154.40
2521, 2013-11-27, 158210138.17, 720798108.97, 4130445.44, 3125088.51, 23834785.27, 23004379.18, 83629134.55
2522, 2013-11-28, 145304636.33, 1153015854.88, 6160501.13, 5313470.16, 73036622.41, 81296038.22, 40305317.28
2523, 2013-11-29, 142673450.21, 1182910536.63, 6426482.87, 2764255.11, 65158746.98, 87810944.76, 11483275.71
2524, 2013-11-30, 137847896.87, 949379987.35, 6258279.84, 5858864.69, 83870920.58, 59878577.01, 33351468.82
2525, 2013-12-01, 163228552.06, 731617404.63, 6005718.42, 4822076.01, 18809186.39, 64450500.60, 54936634.06
2526, 2013-12-02, 138703880.53, 1224827336.85, 4796009.61, 7288446.24, 44897819.18, 73640521.53, 49755277.76
2527, 2013-12-03, 180980569.18, 1148735711.61, 5668466.66, 8408916.91, 37563585.79, 42563249.74, 77622451.00
2528, 2013-12-04, 153755746.06, 771928961.58, 7193251.54, 4238476.75, 25343044.18, 58335786.03, 60283161.11
2529, 2013-12-05, 169448532.10, 1112060416.38, 6043910.69, 3190575.69, 92408074.05, 86584506.98, 14591309.44
2530, 2013-12-06, 167412431.23, 1077645112.61, 5285654.56, 1623573.73, 53389000.41, 33117803.72, 28432546.93
2531, 2013-12-07, 182597713.09, 754993160.59, 5126822.59, 9180468.66, 30190312.18, 44522287.07, 72040139.69
2532, 2013-12-08, 157622820.60, 1244049673.82, 4683083.88, 2158426.39, 55013204.38, 56913089.59, 17022386.77
2533, 2013-12-09, 138852897.16, 874231437.59, 5429489.19, 4601044.18, 92892900.44, 37693933.54, 75257178.81
2534, 2013-12-10, 157119672.08, 832578866.36, 4914270.14, 7582145.11, 73354078.75, 67531196.69, 24946364.73
2535, 2013-12-11, 165431141.41, 1022994822.02, 4925695.45, 4951416.70, 18671992.73, 75268583.32, 17019464.65
2536, 2013-12-12, 129607281.27, 1028521775.92, 8482097.72, 3452267.39, 75290706.14, 21793970.67, 45345670.27
2537, 2013-12-13, 168307037.57, 1060848527.43, 5918958.98, 5058163.43, 65457069.81, 56257114.54, 86943189.21
2538, 2013-12-14, 131590284.86, 737614186.03, 5901243.40, 3769716.30, 83726329.33, 81614196.89, 73331235.75
2539, 2013-12-15, 154342294.57, 714415199.35, 5972784.96, 8333167.43, 65437024.29, 74245455.17, 56948019.97
2540, 2013-12-16, 140163376.72, 1052754434.43, 4336228.41, 8056393.46, 60958788.54, 88035512.01, 76855639.93
2541, 2013-12-17, 133817127.53, 1150621064.59, 6807731.23, 7700121.44, 37163974.29, 66649332.25, 68637525.41
2542, 2013-12-18, 147977752.98, 683391147.60, 5290015.59, 5221692.37, 64368280.86, 48749948.64, 45769713.85
2543, 2013-12-19, 147873639.37, 1158478299.24, 4027616.88, 4460223.71, 82007891.91, 17475735.29, 88901937.75
2544, 2013-12-20, 148536834.70, 850637872.15, 8127966.94, 8682277.23, 28127498.48, 72089232.99, 20774798.85
2545, 2013-12-21, 142100046.76, 901387743.90, 5880534.23, 3365600.79, 37516987.87, 76771552.64, 52313312.40
2546, 2013-12-22, 145433391.21, 956902844.03, 6419401.78, 3217561.92, 76289321.02, 40327197.21, 42953681.37
2547, 2013-12-23, 145100108.29, 804985312.47, 6036932.20, 2136518.54, 48094570.97, 21348644.74, 47337349.23
2548, 2013-12-24, 176720150.82, 1028527572.47, 4721303.70, 3422052.74, 47928670.62, 29148573.08, 15278702.33
2549, 2013-12-25, 172365844.54, 1063052298.83, 4261511.00, 5523984.16, 92597222.74, 22746739.58, 25643610.73
2550, 2013-12-26, 186331837.59, 859310094.56, 4812112.59, 5606734.50, 31628293.07, 62394146.86, 77511171.58
2551, 2013-12-27, 131481181.76, 1130164803.54, 5385728.64, 9050962.81, 26646737.20, 77473874.98, 10561207.77
2552, 2013-12-28, 158266303.53, 1215161986.20, 4275467.31, 7033677.95, 33318988.90, 28098716.15, 19028029.16
2553, 2013-12-29, 187550279.25, 1044768768.05, 5491553.13, 4506717.90, 37765503.72, 77457475.25, 44095520.78
2554, 2013-12-30, 187427068.30, 885886144.71, 7347433.98, 3419395.18, 74664423.00, 38739042.21, 18558915.92
2555, 2013-12-31, 132111869.49, 1062656936.82, 5549838.44, 8659274.94, 24561227.40, 76637021.16, 78042964.63
2556, 2014-01-01, 137997477.29, 1154490055.64, 4608411.43, 4106559.82, 17040285.31, 58564014.83, 72860255.73
2557, 2014-01-02, 148397127.70, 1251757026.50, 4472347.11, 6662897.28, 20514385.34, 84174433.74, 20173474.80
2558, 2014-01-03, 186567232.99, 860529938.40, 7671856.90, 8643774.46, 19604040.99, 33082175.58, 70142969.56
2559, 2014-01-04, 153316992.33, 999461632.03, 4811150.41, 7617731.16, 30871772.47, 47934501.92, 25584041.62
2560, 2014-01-05, 143042244.66, 1039747722.49, 5994093.11, 8898773.90, 28084284.06, 72504457.57, 19163780.88
2561, 2014-01-06, 177739681.22, 951402647.40, 5427345.59, 7822906.05, 26875478.92, 87745492.16, 88892126.40
2562, 2014-01-07, 150623820.34, 873882499.19, 5463036.82, 3601721.95, 89211151.64, 51634523.45, 72448330.88
2563, 2014-01-08, 186221152.13, 690236040.60, 5473812.37, 3086590.46, 44631265.40, 33128698.08, 10669870.07
2564, 2014-01-09, 163021872.42, 1135803512.74, 7420125.89, 9336569.60, 20802677.30, 17123048.26, 60648060.16
2565, 2014-01-10, 139000723.08, 1111159144.32, 6092004.47, 7633657.35, 44153362.19, 32112103.40, 56249928.05
2566, 2014-01-11, 145517118.72, 1136174351.72, 6543795.10, 7820771.77, 77343250.13, 57629711.17, 54108068.64
2567, 2014-01-12, 143234197.48, 1112394119.76, 7918114.44, 1959804.64, 76925803.48, 46011729.15, 78369553.10
2568, 2014-01-13, 162263688.28, 991760865.48, 6430331.74, 6598537.15, 34453605.80, 72513238.91, 52583711.62
2569, 2014-01-14, 132274300.84, 890950322.79, 6354368.61, 3920498.60, 36510371.75, 25133146.76, 17280018.37
2570, 2014-01-15, 169030452.47, 691549519.72, 5070621.91, 8357437.23, 32979746.23, 38457268.83, 43827329.06
2571, 2014-01-16, 137848024.61, 833103161.18, 5504866.27, 5310357.36, 25474252.77, 57651642.02, 38239190.49
2572, 2014-01-17, 181163887.95, 958527579.37, 4121416.54, 2065821.53, 89353131.80, 33346589.07, 57717199.79
2573, 2014-01-18, 145332229.49, 1199812910.26, 4188727.11, 6921397.82, 81762932.66, 36577469.23, 47223050.15
2574, 2014-01-19, 178695768.92, 932546262.06, 6312145.31, 4623381.64, 14140359.23, 19711453.19, 40151484.00
2575, 2014-01-20, 160519154.83, 1157064749.74, 5015928.81, 2511610.29, 73628792.77, 79279573.37, 12716794.07
2576, 2014-01-21, 161581333.69, 749922696.11, 5675785.62, 6817411.97, 34937426.25, 70799823.96, 81138530.22
2577, 2014-01-22, 183994628.41, 1082476939.29, 7592966.18, 5958962.93, 12870418.53, 39823548.40, 38637020.44
2578, 2014-01-23, 147264403.31, 1198920518.21, 5989491.80, 6560755.38, 12771154.51, 28660453.12, 87959024.02
2579, 2014-01-24, 158643316.77, 929847403.10, 3827366.06, 8761493.38, 64938262.85, 64789419.18, 25788054.80
2580, 2014-01-25, 134550333.95, 1014535309.61, 7510461.06, 9015810.03, 36222165.70, 44087338.51, 80039029.51
2581, 2014-01-26, 168037706.26, 1027276629.10, 4761143.28, 3524246.11, 86917543.32, 23027297.68, 33003036.59
2582, 2014-01-27, 158368249.69, 1061404602.23, 6932469.02, 6562197.56, 39231252.61, 15515328.19, 75576577.63
2583, 2014-01-28, 144117031.15, 1065577725.57, 5391828.24, 6019353.17, 44510437.74, 20719376.33, 43519068.15
2584, 2014-01-29, 155767906.93, 689825214.89, 7584194.17, 6544634.56, 31735330.07, 32727791.90, 82082464.15
2585, 2014-01-30, 140906686.41, 907962113.45, 6805236.98, 8424030.58, 50571902.36, 73402208.66, 43355194.35
2586, 2014-01-31, 164410507.42, 1127433333.75, 5762802.21, 4440698.57, 78395910.69, 65582753.61, 79182815.81
2587, 2014-02-01, 181403288.48, 764064240.63, 6737442.76, 5159938.58, 71653341.51, 39760853.82, 30895566.12
2588, 2014-02-02, 183568273.80, 917587827.13, 6046923.63, 6637411.21, 38829617.73, 33039387.01, 59254858.96
2589, 2014-02-03, 174502049.41, 829492760.82, 6562414.39, 6000688.65, 33256594.96, 35544278.55, 12446261.97
2590, 2014-02-04, 143015237.43, 864577196.13, 5571163.03, 2954228.12, 32254721.84, 14608173.50, 24062052.12
2591, 2014-02-05, 152472923.26, 928396297.58, 4785264.84, 6055901.58, 70706448.68, 26895734.89, 59801328.54
2592, 2014-02-06, 171758035.69, 1238057825.18, 7129428.50, 8076456.36, 12824790.28, 41649966.44, 35192783.14
2593, 2014-02-07, 163377350.73, 1026973089.94, 5956253.24, 6136657.23, 86758814.53, 45642235.13, 11633088.60
2594, 2014-02-08, 170117737.48, 875079696.65, 5237532.96, 6754653.17, 21049305.74, 24168200.54, 53014119.67
2595, 2014-02-09, 181554650.69, 757388126.60, 5663824.03, 3732279.17, 38858656.37, 74441345.86, 14075567.10
2596, 2014-02-10, 132568732.23, 968398099.34, 6833250.22, 3201367.37, 36665708.96, 67415981.80, 40740245.23
2597, 2014-02-11, 149215413.10, 1252604595.49, 6925610.44, 2209929.10, 30489927.04, 29796404.53, 56354736.61
2598, 2014-02-12, 145442416.41, 1076207671.82, 6759920.57, 1771906.96, 12826800.14, 58253872.07, 63652601.44
2599, 2014-02-13, 160824431.46, 738506611.53, 4568429.36, 7795999.49, 48445396.28, 68183105.36, 83113208.24
2600, 2014-02-14, 151724998.96, 1041129801.00, 4990322.03, 1302459.20, 59912603.36, 39320000.67, 27259445.56
2601, 2014-02-15, 162659400.91, 1150335875.07, 6240679.33, 5528951.69, 23259475.42, 44164783.03, 42913504.67
2602, 2014-02-16, 144698637.76, 1080587278.83, 7681119.32, 7997138.57, 42257759.48, 35064894.03, 55611008.43
2603, 2014-02-17, 150498595.57, 1044408468.11, 6227363.26, 5829630.33, 92336436.29, 41047149.49, 24085854.64
2604, 2014-02-18, 183957356.04, 815156665.21, 5809990.39, 4194332.79, 43373496.94, 74656673.42, 36216675.34
2605, 2014-02-19, 141427166.84, 1130357007.15, 5248004.43, 2744888.03, 87017754.08, 36490877.23, 37966837.36
2606, 2014-02-20, 142699780.32, 1127942827.67, 6254889.34, 4181929.37, 89240774.24, 42212225.12, 18413990.41
2607, 2014-02-21, 148468182.15, 836450055.04, 6530290.42, 3057291.79, 34896900.33, 72194520.10, 43169236.23
2608, 2014-02-22, 146676149.76, 768775605.60, 7085675.72, 8158100.73, 17743210.20, 21736441.91, 25032010.30
2609, 2014-02-23, 180596955.25, 873094612.84, 6841428.76, 3351434.83, 41398142.09, 67050128.19, 72416633.09
2610, 2014-02-24, 130852160.68, 974849178.34, 8426086.08, 2950191.64, 56118861.40, 86100349.20, 14878114.30
2611, 2014-02-25, 136607316.40, 923359501.93, 6421485.31, 3622105.96, 93132549.22, 82554920.55, 71796551.40
2612, 2014-02-26, 171697521.25, 1050826190.24, 7562416.51, 5472582.07, 63164592.22, 24472727.18, 57660443.43
2613, 2014-02-27, 141757636.30, 1117836336.92, 6630358.81, 5139683.85, 25607408.71, 21022344.04, 86090520.11
2614, 2014-02-28, 177523405.52, 791195778.39, 6255709.07, 5398002.73, 66253160.18, 64293063.75, 42487400.37
2615, 2014-03-01, 173514568.38, 1193112928.15, 5549013.66, 2738400.02, 25730990.25, 24882169.57, 30536928.13
2616, 2014-03-02, 151156376.81, 730170645.44, 5870996.54, 2452156.53, 18025088.36, 47738093.05, 11349441.99
2617, 2014-03-03, 170395806.19, 841971835.25, 6249732.91, 1813230.08, 33708468.93, 45385200.04, 26880896.37
2618, 2014-03-04, 178560345.90, 736009849.01, 5674047.44, 3762828.54, 55184215.94, 42068620.21, 61847773.37
2619, 2014-03-05, 178280459.88, 1146793389.43, 4827543.46, 4052752.40, 61109545.89, 92471240.18, 32715936.20
2620, 2014-03-06, 185591444.46, 1212666786.67, 4510629.67, 4686246.03, 87617966.13, 26638151.85, 87005517.30
2621, 2014-03-07, 172498262.48, 759357518.30, 7546941.99, 6987696.32, 91478676.30, 55393250.43, 78049531.82
2622, 2014-03-08, 161922229.36, 1015981389.68, 5307397.11, 8157898.65, 74554501.47, 52716637.62, 18120005.15
2623, 2014-03-09, 139551043.32, 732372302.84, 7520753.86, 4181223.08, 29954503.14, 30671410.61, 39198204.94
2624, 2014-03-10, 139948206.74, 1052479706.56, 7560132.09, 6186771.35, 89607913.20, 68360833.12, 86255126.07
2625, 2014-03-11, 187663198.04, 755350023.69, 5205284.89, 2358114.40, 69543717.52, 36179196.52, 39731395.69
2626, 2014-03-12, 177516714.44, 797841069.95, 5753345.30, 6056373.60, 31560703.94, 61109983.31, 87164853.11
2627, 2014-03-13, 180847074.24, 717162956.76, 6608741.30, 7875561.32, 65045256.99, 66798126.15, 89571376.71
2628, 2014-03-14, 151337917.98, 1066654830.06, 5297416.77, 2894910.47, 35129557.68, 51829473.11, 75113986.57
2629, 2014-03-15, 168206572.34, 1192055048.53, 6806932.69, 2716716.27, 28942128.16, 23482053.69, 23871994.04
2630, 2014-03-16, 169631999.09, 835140358.93, 6935420.61, 3954496.95, 29743524.25, 59533957.55, 46448475.61
2631, 2014-03-17, 126462884.42, 749105755.02, 5952252.62, 6420377.56, 70695376.57, 89903420.54, 42256680.50
2632, 2014-03-18, 182568868.19, 891326113.62, 5063172.72, 6343782.43, 42478540.12, 65794029.63, 15701579.13
2633, 2014-03-19, 130269831.20, 1146520039.09, 5309564.37, 3767998.05, 30653643.88, 62485236.80, 46655859.58
2634, 2014-03-20, 159173506.40, 750284610.17, 6127774.22, 5020321.69, 12644873.11, 61122265.03, 71812672.34
2635, 2014-03-21, 135742664.92, 864800583.11, 4203459.88, 6311075.45, 27175789.43, 55947024.57, 66456494.73
2636, 2014-03-22, 138837985.29, 1042397378.60, 6031491.52, 5465588.82, 23571125.89, 60981336.32, 73912770.42
2637, 2014-03-23, 175863302.46, 732862877.36, 4908128.40, 7674184.03, 28817122.49, 90356482.83, 60801313.93
2638, 2014-03-24, 140814552.46, 1254681506.90, 7076616.85, 4364307.82, 67203357.86, 18719239.92, 19465693.16
2639, 2014-03-25, 143418730.77, 840228999.52, 7340844.21, 3328576.62, 65515147.33, 28395394.32, 37168122.85
2640, 2014-03-26, 137150818.40, 838586614.79, 7542163.01, 5374872.79, 86222095.66, 31260328.87, 86729619.70
2641, 2014-03-27, 173202127.31, 1014552111.02, 6382654.31, 8992318.36, 53316629.61, 26267313.62, 83245006.03
2642, 2014-03-28, 139233895.31, 1109286674.03, 5558370.08, 3961960.62, 90815928.31, 14509617.90, 74988281.26
2643, 2014-03-29, 167643371.08, 906196987.49, 5584468.18, 3338987.54, 77125322.29, 87383665.33, 88192057.98
2644, 2014-03-30, 126844264.38, 1031787581.48, 7109292.23, 9138112.69, 70216455.83, 87207806.81, 66284097.41
2645, 2014-03-31, 155919771.62, 1043508612.04, 6138569.27, 4596553.32, 88247928.77, 47492349.63, 46863484.57
2646, 2014-04-01, 171704939.55, 797849387.63, 8001391.91, 2443747.98, 71296565.89, 73590834.85, 10842591.74
2647, 2014-04-02, 140413206.66, 1030750501.42, 7297887.87, 1585407.21, 68966446.57, 65657398.60, 56599036.52
2648, 2014-04-03, 152821492.24, 999383450.05, 8344997.80, 5608637.04, 13492243.72, 71734160.59, 62873862.46
2649, 2014-04-04, 156979619.19, 1153998429.65, 5131793.31, 3521952.46, 88071374.85, 66754441.15, 35622960.25
2650, 2014-04-05, 182861599.60, 1231967602.89, 5607513.54, 3356152.58, 50280246.98, 81359669.71, 27754516.18
2651, 2014-04-06, 164431003.83, 826533006.43, 5326954.45, 8166839.86, 19048427.29, 44488939.24, 65471128.54
2652, 2014-04-07, 171145460.93, 1025619642.97, 4394505.13, 1488167.30, 88537230.87, 45360485.89, 25813668.86
2653, 2014-04-08, 185330151.36, 879162667.61, 5578433.46, 1948274.71, 78079015.15, 36130741.89, 64560634.08
2654, 2014-04-09, 174550175.53, 1233651530.31, 5099167.77, 5641599.68, 53822212.63, 49047094.89, 68547474.38
2655, 2014-04-10, 128217753.10, 1145288756.30, 3791641.68, 7315542.61, 29670865.82, 45315403.17, 43857814.51
2656, 2014-04-11, 174261671.01, 1234326912.20, 6338570.66, 6011068.53, 18941838.95, 45181134.26, 13247287.46
2657, 2014-04-12, 161758693.56, 798103942.37, 5733266.90, 6308672.42, 50572428.67, 37257026.93, 20715636.20
2658, 2014-04-13, 171658147.48, 733677553.95, 4960885.29, 7416851.75, 46858728.02, 34823858.62, 61302065.05
2659, 2014-04-14, 139522392.05, 902807064.38, 8051703.76, 8032991.30, 86176386.48, 90449623.04, 12218279.33
2660, 2014-04-15, 127429455.49, 936015895.82, 6644880.58, 8786786.28, 92918123.73, 79800572.85, 23271086.43
2661, 2014-04-16, 162464651.50, 1200624986.13, 5462877.32, 8322349.50, 85955134.28, 42785475.14, 26487970.99
2662, 2014-04-17, 150290798.74, 1181302152.62, 4898886.70, 5654109.69, 36967556.18, 40671790.62, 41947537.21
2663, 2014-04-18, 185936976.36, 765450792.61, 6092116.00, 7166170.00, 61782637.38, 13671690.25, 19151417.60
2664, 2014-04-19, 168695228.63, 1125670048.35, 5533499.63, 7400586.62, 58824766.33, 72523382.83, 45031216.65
2665, 2014-04-20, 143209342.85, 937479155.65, 6913898.43, 4489794.78, 93699522.55, 42582539.37, 14756424.02
2666, 2014-04-21, 173671803.19, 778903402.13, 6027286.06, 7904308.32, 80567652.11, 66144047.81, 30379017.56
2667, 2014-04-22, 144500436.18, 1142833145.14, 6202321.86, 7677115.23, 76836514.05, 67140044.09, 89469756.41
2668, 2014-04-23, 166581859.02, 830317323.38, 8298126.22, 9250649.24, 57464720.97, 33852643.03, 12710049.01
2669, 2014-04-24, 139929820.71, 804149421.24, 6472559.17, 3795021.57, 61251575.47, 63273016.36, 58992650.96
2670, 2014-04-25, 170789345.90, 821474165.01, 5671001.40, 9029011.48, 66394610.02, 64814620.81, 65697383.37
2671, 2014-04-26, 136866736.11, 803222107.66, 4563180.56, 2345708.92, 45696657.09, 60032496.88, 29078182.05
2672, 2014-04-27, 145866330.68, 939287090.65, 6157537.84, 7636008.02, 59235587.52, 59314554.54, 66549708.84
2673, 2014-04-28, 141983933.37, 1103118221.51, 4570679.66, 6683390.40, 57654930.82, 28721732.25, 57929700.54
2674, 2014-04-29, 187523653.34, 728686880.60, 5589769.92, 8318939.83, 63028916.82, 82504832.46, 51959205.56
2675, 2014-04-30, 143998627.35, 1128937582.67, 5461206.39, 4619246.24, 45752061.68, 48072602.14, 18312049.67
2676, 2014-05-01, 183782843.99, 1069503281.28, 6203353.48, 2802763.98, 16744194.52, 45824533.16, 17577009.25
2677, 2014-05-02, 163979737.01, 1096835731.29, 5810703.56, 6861540.32, 84898864.29, 73237428.62, 60525628.77
2678, 2014-05-03, 168385282.16, 751478973.47, 4704405.57, 4663165.84, 64901245.45, 15165635.38, 59451226.74
2679, 2014-05-04, 167866986.87, 1003589402.58, 4788221.76, 7601251.96, 81626681.98, 23447604.01, 51640245.87
2680, 2014-05-05, 186969373.96, 924589307.28, 5421536.15, 6383213.09, 41195454.54, 87656067.34, 30621793.00
2681, 2014-05-06, 128703584.89, 810286376.31, 6116261.40, 2951308.77, 64454600.08, 65508795.38, 89163750.57
2682, 2014-05-07, 136281835.09, 801856461.17, 5427514.22, 7346305.67, 70035194.52, 60690458.20, 88393715.54
2683, 2014-05-08, 144156657.75, 1246121984.62, 6803769.92, 6418289.99, 15697203.49, 77994539.53, 45556356.09
2684, 2014-05-09, 157220514.81, 792173171.53, 5183707.16, 1856934.77, 58795465.35, 85708379.48, 32579541.77
2685, 2014-05-10, 173360914.82, 1096909993.99, 7698238.33, 7244479.61, 35717236.76, 43656860.45, 57855119.39
2686, 2014-05-11, 134469090.73, 1008655561.91, 6289759.15, 6435494.88, 87565813.98, 30738043.44, 60342483.90
2687, 2014-05-12, 175126062.51, 1259869379.59, 4819156.13, 9121625.52, 39582531.73, 78218912.79, 12093354.11
