date, own_capital, borrowed_capital, assets, lt_liabilities, current_liability, current_asset, non_current_assets, long_credits
2014-08-14, 95987392.43, 18194526.19, 34870887.74, 5751193905.07, 5745694610.33, -13122808.47, 47993696.22, 5499294.74
2014-08-15, 125419917.26, 28465834.28, 45829908.55, 1177519734.65, 1182781083.54, -16880050.08, 62709958.63, -5261348.89
2014-08-16, 162045907.81, 7387353.73, 78289378.17, 160628821.17, 151599150.01, -2733575.73, 81022953.91, 9029671.16
2014-08-17, 122813014.70, 11528720.29, 65420823.40, 3884439529.83, 3884937476.06, 4014316.05, 61406507.35, -497946.23
2014-08-18, 122069917.29, 23581768.37, 45572883.85, 4561373989.07, 4560973625.05, -15462074.80, 61034958.65, 400364.02
2014-08-19, 78058503.72, 20996585.89, 56787126.30, 1467466536.59, 1464741020.81, 17757874.44, 39029251.86, 2725515.79
2014-08-20, 92158462.25, -14021224.02, 56782849.64, 1151428382.64, 1134812389.85, 10703618.52, 46079231.12, 16615992.79
2014-08-21, 127903932.17, -1169522.31, 91633402.35, 1504371584.65, 1511993558.11, 27681436.26, 63951966.08, -7621973.46
2014-08-22, 184599271.54, -10715219.11, 117817832.66, 2973860833.11, 2966432241.98, 25518196.89, 92299635.77, 7428591.13
2014-08-23, 136669661.85, -10306064.47, 91654278.02, 7344279954.98, 7346877561.78, 23319447.10, 68334830.92, -2597606.80
2014-08-24, 190868177.79, -13987414.67, 92782539.60, 8864807709.32, 8871360790.48, -2651549.29, 95434088.90, -6553081.17
2014-08-25, 123688885.56, -628451.03, 51940911.70, 1699157452.98, 1702201569.51, -9903531.08, 61844442.78, -3044116.52
2014-08-26, 131895443.06, -9928267.49, 84180533.92, 5851834298.12, 5863224849.80, 18232812.39, 65947721.53, -11390551.68
2014-08-27, 148516313.25, 3254127.34, 100250590.32, 8977598159.76, 8970383519.20, 25992433.70, 74258156.63, 7214640.56
2014-08-28, 131656256.47, 23526367.68, 93746139.18, 2605936852.21, 2599665796.27, 27918010.94, 65828128.23, 6271055.94
2014-08-29, 47305983.51, 7957328.94, 51707800.09, 6566820850.94, 6576677492.01, 28054808.34, 23652991.75, -9856641.07
2014-08-30, 42653511.94, 8724634.90, 10584232.64, 1926431489.53, 1919453374.44, -10742523.33, 21326755.97, 6978115.09
2014-08-31, 95878767.36, -13473975.31, 51742717.10, 3857854384.83, 3840860716.41, 3803333.41, 47939383.68, 16993668.42
2014-09-01, 62084628.93, 24665000.53, 31120223.74, 3106929481.72, 3088179849.70, 77909.28, 31042314.46, 18749632.02
2014-09-02, 186613096.92, -710105.79, 105877245.04, 1824025314.14, 1821637108.12, 12570696.58, 93306548.46, 2388206.02
2014-09-03, 77928504.88, -13862316.79, 43210581.71, 6603681623.46, 6594926837.72, 4246329.27, 38964252.44, 8754785.74
2014-09-04, 181273125.17, -9310418.65, 96317108.49, 6622067245.03, 6607209588.85, 5680545.91, 90636562.58, 14857656.18
2014-09-05, 97207729.06, -4007318.03, 43983192.75, 1002304460.20, 989719729.25, -4620671.78, 48603864.53, 12584730.95
2014-09-06, 118937721.49, 15841403.69, 71118388.09, 4935177586.91, 4935685957.79, 11649527.34, 59468860.75, -508370.88
2014-09-07, 157486056.69, 26982542.30, 77675181.77, 1078773911.05, 1080991784.31, -1067846.58, 78743028.35, -2217873.26
2014-09-08, 89436009.40, 9047875.58, 65725284.25, 692085757.87, 685361244.84, 21007279.55, 44718004.70, 6724513.03
2014-09-09, 148453745.65, -10457394.32, 58030175.43, 8924587669.84, 8920762883.44, -16196697.40, 74226872.82, 3824786.40
2014-09-10, 76994092.63, -14736321.41, 38089124.69, 3749837988.29, 3738392280.00, -407921.62, 38497046.31, 11445708.29
2014-09-11, 58745707.03, 23792563.12, 32177196.44, 881700358.94, 874429158.72, 2804342.93, 29372853.52, 7271200.22
2014-09-12, 97469482.09, 7520879.00, 74366397.97, 3998814991.07, 3994990039.94, 25631656.92, 48734741.05, 3824951.13
2014-09-13, 127892703.44, -222624.02, 47638349.75, 2922293099.42, 2931141580.05, -16308001.97, 63946351.72, -8848480.62
2014-09-14, 89255932.52, -9146195.84, 39821916.62, 8902319257.48, 8913044238.53, -4806049.64, 44627966.26, -10724981.05
2014-09-15, 96663546.73, -2317283.45, 37526405.23, 2319963497.13, 2331668840.13, -10805368.13, 48331773.36, -11705343.00
2014-09-16, 193976181.19, -8695942.53, 87586988.64, 6593352507.62, 6594716162.77, -9401101.96, 96988090.59, -1363655.15
2014-09-17, 123043725.37, 11441637.77, 78724027.04, 1196576295.81, 1198624784.05, 17202164.36, 61521862.68, -2048488.24
2014-09-18, 58428534.32, 13254924.31, 55277201.11, 6563359789.68, 6560709935.18, 26062933.95, 29214267.16, 2649854.50
2014-09-19, 167235232.87, 15438612.88, 105662016.86, 3994064952.65, 3977505902.23, 22044400.42, 83617616.43, 16559050.42
2014-09-20, 142900866.07, 5667000.72, 86767608.67, 3494165290.16, 3481880772.18, 15317175.64, 71450433.03, 12284517.98
2014-09-21, 152107551.39, -5293968.94, 80267680.96, 8569315608.83, 8564158456.57, 4213905.26, 76053775.70, 5157152.26
2014-09-22, 113711908.05, -15405288.95, 46224947.87, 8107031511.96, 8111440680.60, -10631006.15, 56855954.03, -4409168.64
2014-09-23, 144455793.96, -11628942.27, 88808374.73, 3923065242.92, 3912646749.66, 16580477.75, 72227896.98, 10418493.26
2014-09-24, 174829721.22, 12682073.68, 116056316.56, 7732470891.67, 7724429046.12, 28641455.95, 87414860.61, 8041845.55
2014-09-25, 57154521.65, 22759569.96, 39424258.45, 8349691445.26, 8351526141.81, 10846997.62, 28577260.83, -1834696.56
2014-09-26, 56063359.01, 3526124.32, 25007183.66, 4596462481.50, 4589417680.73, -3024495.85, 28031679.50, 7044800.77
2014-09-27, 131937969.92, 9667718.23, 52935468.34, 6908931129.57, 6911865904.60, -13033516.62, 65968984.96, -2934775.03
2014-09-28, 151189600.05, -3178867.09, 60220522.76, 1852530977.92, 1860485837.42, -15374277.26, 75594800.02, -7954859.50
2014-09-29, 93553313.29, 10284844.49, 71577116.02, 1913534868.16, 1908284578.51, 24800459.37, 46776656.64, 5250289.65
2014-09-30, 107063716.30, -7912498.80, 57032493.58, 6388958106.81, 6396936199.63, 3500635.43, 53531858.15, -7978092.82
2014-10-01, 138390027.41, 24178778.99, 92206027.62, 4837205018.15, 4820210563.83, 23011013.92, 69195013.71, 16994454.32
2014-10-02, 55484584.08, 7845408.47, 37373557.04, 2170348678.32, 2177134390.18, 9631265.00, 27742292.04, -6785711.86
2014-10-03, 117753878.18, -13371332.85, 54439190.14, 7433318312.75, 7418875295.93, -4437748.95, 58876939.09, 14443016.82
2014-10-04, 105776074.86, 27725026.26, 62784024.19, 7243400461.45, 7238374746.29, 9895986.76, 52888037.43, 5025715.16
2014-10-05, 96093396.79, 22627768.02, 67339837.73, 2220165785.80, 2201181602.17, 19293139.33, 48046698.39, 18984183.63
2014-10-06, 182773408.43, -10793654.99, 84593025.16, 1294241684.00, 1280677503.74, -6793679.06, 91386704.21, 13564180.26
2014-10-07, 106234772.68, 10338603.89, 44535782.47, 1611440449.65, 1620108862.24, -8581603.87, 53117386.34, -8668412.58
2014-10-08, 120605757.15, -5580945.26, 78151695.43, 32860235.98, 17737335.42, 17848816.85, 60302878.58, 15122900.56
2014-10-09, 82284113.06, -13809311.21, 23289311.68, 7746174865.75, 7738048107.94, -17852744.86, 41142056.53, 8126757.80
2014-10-10, 82065282.69, -14630220.99, 35200108.02, 7707330089.48, 7707817224.62, -5832533.32, 41032641.35, -487135.14
2014-10-11, 181160877.50, 27056866.13, 99045365.21, 7883296504.72, 7879331310.25, 8464926.46, 90580438.75, 3965194.47
2014-10-12, 180026796.84, 21495167.51, 102573533.39, 2944699125.53, 2940674337.88, 12560134.97, 90013398.42, 4024787.65
2014-10-13, 89856532.49, 16475190.49, 50173437.71, 2328159138.90, 2320619093.63, 5245171.47, 44928266.24, 7540045.27
2014-10-14, 170916517.24, 17289999.19, 97844458.42, 8202496920.45, 8196667908.22, 12386199.80, 85458258.62, 5829012.23
2014-10-15, 94592341.87, 22522595.53, 57234145.31, 5328195774.53, 5318698827.30, 9937974.37, 47296170.93, 9496947.23
2014-10-16, 167720098.95, -7051311.01, 75075610.46, 2482619521.08, 2481489274.13, -8784439.02, 83860049.47, 1130246.95
2014-10-17, 55548972.78, 27939441.82, 37091126.84, 279678921.84, 276294486.44, 9316640.45, 27774486.39, 3384435.40
2014-10-18, 59119863.27, 17626992.12, 20936019.94, 5812786034.78, 5805087722.49, -8623911.69, 29559931.63, 7698312.30
2014-10-19, 163795510.52, 11812855.26, 95803100.35, 6291903949.94, 6272759611.63, 13905345.09, 81897755.26, 19144338.31
2014-10-20, 145346137.85, 20686073.84, 78013044.92, 5783760313.22, 5772067969.54, 5339976.00, 72673068.93, 11692343.68
2014-10-21, 134390818.02, 5932898.36, 55530684.61, 3894070841.36, 3884646234.32, -11664724.40, 67195409.01, 9424607.04
2014-10-22, 144958869.61, -4800081.22, 81315305.19, 5445054530.96, 5451682777.77, 8835870.38, 72479434.81, -6628246.81
2014-10-23, 110040518.00, 4562218.79, 73588069.13, 3095408649.21, 3079736775.14, 18567810.13, 55020259.00, 15671874.07
2014-10-24, 39271270.93, 4655086.99, 23083480.96, 1081167825.87, 1079035984.48, 3447845.49, 19635635.46, 2131841.38
2014-10-25, 43191689.24, -10510818.24, 14812122.12, 4166801604.15, 4160866610.21, -6783722.50, 21595844.62, 5934993.94
2014-10-26, 71415196.65, 27999758.77, 63341418.44, 6296885746.04, 6302648756.74, 27633820.11, 35707598.33, -5763010.70
2014-10-27, 188598763.04, -3614841.59, 107241555.62, 1542712476.82, 1526348782.55, 12942174.10, 94299381.52, 16363694.27
2014-10-28, 150239118.09, 15686802.64, 60811558.89, 2660782796.47, 2665383742.54, -14308000.16, 75119559.05, -4600946.07
2014-10-29, 174037425.38, -12838508.26, 82415214.94, 7995957566.90, 7985800548.99, -4603497.74, 87018712.69, 10157017.90
2014-10-30, 99025066.79, -1171341.11, 36003286.16, 200777237.67, 181555446.10, -13509247.24, 49512533.40, 19221791.57
2014-10-31, 46154960.83, 25057879.82, 47995777.21, 4945907132.29, 4933143550.22, 24918296.80, 23077480.41, 12763582.08
2014-11-01, 130490303.47, 23858875.30, 84031803.81, 8649925948.35, 8637730226.28, 18786652.08, 65245151.73, 12195722.06
2014-11-02, 142979890.94, -980610.55, 56166414.09, 365307474.41, 350762871.65, -15323531.38, 71489945.47, 14544602.76
2014-11-03, 131964636.53, 27848601.40, 86939332.62, 6417744408.69, 6417704272.89, 20957014.36, 65982318.26, 40135.80
2014-11-04, 97296790.45, 4963166.08, 37868264.36, 4965085743.71, 4972651362.53, -10780130.86, 48648395.23, -7565618.82
2014-11-05, 148926167.18, 26743338.89, 61933834.92, 7542724930.14, 7542199256.70, -12529248.67, 74463083.59, 525673.44
2014-11-06, 80047414.03, -3089163.56, 42759177.50, 5485614903.66, 5488615900.35, 2735470.48, 40023707.02, -3000996.69
2014-11-07, 44331414.98, -12309406.70, 51588747.32, 9106730963.36, 9117125237.12, 29423039.83, 22165707.49, -10394273.76
2014-11-08, 155454454.60, -10942036.87, 95996185.49, 5741618909.78, 5750293032.36, 18268958.20, 77727227.30, -8674122.58
2014-11-09, 83929993.31, -3651680.96, 37448554.72, 4809774575.88, 4815586595.18, -4516441.94, 41964996.66, -5812019.30
2014-11-10, 193755516.69, 20869455.71, 124364720.35, 6029306887.94, 6023971570.40, 27486962.00, 96877758.35, 5335317.54
2014-11-11, 184429398.25, 20058958.43, 89461887.31, 5151979438.88, 5143147095.96, -2752811.81, 92214699.13, 8832342.92
2014-11-12, 88822706.83, 15100977.64, 40328572.75, 5293740787.71, 5299024876.70, -4082780.66, 44411353.42, -5284088.99
2014-11-13, 100932010.98, 17806909.09, 38954952.96, 4959635413.94, 4950670391.79, -11511052.53, 50466005.49, 8965022.16
2014-11-14, 73049919.82, 11766635.22, 63572078.71, 7454566728.00, 7460855786.44, 27047118.80, 36524959.91, -6289058.45
2014-11-15, 111689823.96, 4680203.91, 69468953.13, 9094104771.85, 9101274833.34, 13624041.15, 55844911.98, -7170061.49
2014-11-16, 168073503.10, 22418466.55, 76465209.84, 6966961824.20, 6961422060.74, -7571541.71, 84036751.55, 5539763.46
2014-11-17, 128375698.78, 14463707.41, 67203800.49, 3263400889.44, 3260388498.81, 3015951.10, 64187849.39, 3012390.63
2014-11-18, 69282226.10, 17156433.98, 60082889.31, 8521711293.57, 8511760921.36, 25441776.26, 34641113.05, 9950372.21
2014-11-19, 175973113.24, 9131802.77, 95468594.07, 7276126505.61, 7274121498.98, 7482037.45, 87986556.62, 2005006.62
2014-11-20, 42808787.74, -17258370.63, 9872886.70, 8434520006.92, 8434180212.76, -11531507.17, 21404393.87, 339794.15
2014-11-21, 73417625.00, 3458141.24, 41397922.12, 4966203902.22, 4954970715.99, 4689109.61, 36708812.50, 11233186.23
2014-11-22, 144429303.76, 7627283.76, 67971991.34, 148374056.09, 145699422.63, -4242660.54, 72214651.88, 2674633.46
2014-11-23, 114472868.56, -18736084.01, 49747501.63, 3330379843.92, 3325518146.30, -7488932.65, 57236434.28, 4861697.61
2014-11-24, 146281565.39, 15673116.06, 75881482.62, 3935742052.07, 3918628979.77, 2740699.92, 73140782.69, 17113072.30
2014-11-25, 179863284.91, 6538382.74, 100082682.88, 3766661152.92, 3777791035.73, 10151040.43, 89931642.46, -11129882.81
2014-11-26, 73357733.32, -17264693.17, 22059438.85, 7015243380.42, 7015936104.70, -14619427.81, 36678866.66, -692724.27
2014-11-27, 59244767.14, -2579454.67, 31120780.65, 6668322015.89, 6679024576.02, 1498397.08, 29622383.57, -10702560.13
2014-11-28, 180547349.77, 21715223.66, 96617660.81, 5542079195.62, 5542032157.72, 6343985.93, 90273674.88, 47037.90
2014-11-29, 65255939.55, 3039942.57, 28105299.41, 2603525430.73, 2610161835.17, -4522670.36, 32627969.77, -6636404.44
2014-11-30, 112120764.04, 20795004.72, 47165951.01, 2627336000.47, 2620046725.32, -8894431.01, 56060382.02, 7289275.15
2014-12-01, 149866483.02, 10250327.56, 95282203.81, 8520654747.30, 8507489626.49, 20348962.31, 74933241.51, 13165120.80
2014-12-02, 116623966.05, -16895715.47, 87505197.81, 3899425492.10, 3894524047.43, 29193214.79, 58311983.03, 4901444.67
2014-12-03, 96372197.95, 16977159.66, 58531232.69, 2010277809.22, 1995762145.09, 10345133.72, 48186098.97, 14515664.12
2014-12-04, 158333170.04, 67666.11, 80348787.09, 4457354381.91, 4460314608.38, 1182202.07, 79166585.02, -2960226.47
2014-12-05, 125396773.31, 13637704.50, 43812241.45, 9545587132.65, 9530055953.87, -18886145.21, 62698386.66, 15531178.78
2014-12-06, 68031549.07, -7028863.54, 38527437.32, 4254179016.22, 4239542208.60, 4511662.79, 34015774.53, 14636807.61
2014-12-07, 66003904.18, -15420770.88, 36659780.06, 958182279.38, 949308302.76, 3657827.97, 33001952.09, 8873976.62
2014-12-08, 179660870.78, 3336575.42, 72533704.56, 9114364009.89, 9098598055.85, -17296730.83, 89830435.39, 15765954.04
2014-12-09, 185807589.41, -17267087.28, 86819784.67, 7393477398.16, 7391243250.39, -6084010.03, 92903794.70, 2234147.76
2014-12-10, 149182667.13, -10216731.56, 66468115.95, 8321058286.54, 8325691050.44, -8123217.61, 74591333.57, -4632763.91
2014-12-11, 127841098.80, 1942383.81, 47636431.43, 4936761040.67, 4943300460.00, -16284117.97, 63920549.40, -6539419.33
2014-12-12, 73133901.39, -16894200.25, 46147504.83, 8215673151.62, 8218402734.86, 9580554.13, 36566950.70, -2729583.24
2014-12-13, 100547642.05, 12314022.82, 72755521.59, 8182506877.70, 8184211880.30, 22481700.56, 50273821.02, -1705002.60
2014-12-14, 134459656.42, 6663378.86, 48424578.36, 3143037855.95, 3151736355.29, -18805249.85, 67229828.21, -8698499.34
2014-12-15, 136075792.82, -3023143.51, 96115167.89, 230356455.31, 225732308.89, 28077271.48, 68037896.41, 4624146.42
2014-12-16, 135225422.95, 23245822.40, 77643438.99, 3195024157.88, 3199699025.40, 10030727.52, 67612711.47, -4674867.52
2014-12-17, 168101447.54, 27586288.37, 95484482.08, 1508391706.46, 1516400991.00, 11433758.31, 84050723.77, -8009284.54
2014-12-18, 40741000.42, 9060208.54, 3131247.82, 6912360546.84, 6924551483.01, -17239252.39, 20370500.21, -12190936.17
2014-12-19, 118416117.84, 376287.19, 54166362.04, 3861724652.03, 3845483500.60, -5041696.87, 59208058.92, 16241151.42
2014-12-20, 79443894.81, 13755174.50, 39425443.40, 5498683341.79, 5505237879.25, -296504.00, 39721947.40, -6554537.46
2014-12-21, 161428692.42, 21815197.03, 109452451.60, 7539137337.46, 7546413773.94, 28738105.39, 80714346.21, -7276436.48
2014-12-22, 121032761.14, 20055859.96, 49275415.77, 567472616.77, 549146807.44, -11240964.80, 60516380.57, 18325809.33
2014-12-23, 156979109.13, -5512754.41, 107180380.85, 7073133034.12, 7053424611.78, 28690826.29, 78489554.56, 19708422.34
2014-12-24, 129315506.84, -1513103.93, 49065909.49, 7807754011.92, 7797749721.05, -15591843.93, 64657753.42, 10004290.87
2014-12-25, 165908271.43, -9271787.83, 72289048.72, 7203636511.60, 7190659179.42, -10665086.99, 82954135.71, 12977332.18
2014-12-26, 97804824.13, 29514250.32, 47586279.62, 5861427066.97, 5855518804.37, -1316132.44, 48902412.06, 5908262.60
2014-12-27, 95917345.22, 24194614.56, 42973125.70, 2879302865.13, 2876034052.17, -4985546.91, 47958672.61, 3268812.97
2014-12-28, 192425535.69, -11518219.31, 109846386.22, 9167229348.00, 9159090615.20, 13633618.38, 96212767.85, 8138732.81
2014-12-29, 61485295.17, -14325739.71, 55690254.76, 2167553074.05, 2157794028.57, 24947607.18, 30742647.58, 9759045.49
2014-12-30, 181568381.34, -6524632.98, 74750030.52, 8295922101.29, 8285293616.22, -16034160.15, 90784190.67, 10628485.07
2014-12-31, 159729764.30, 20088074.20, 106372369.11, 7260979683.20, 7273584777.00, 26507486.96, 79864882.15, -12605093.80
2015-01-01, 197150053.12, 27020484.75, 123044921.71, 7979911286.39, 7961558848.67, 24469895.14, 98575026.56, 18352437.72
2015-01-02, 72271180.31, -6137896.30, 17485952.10, 4759599449.42, 4743956800.04, -18649638.05, 36135590.15, 15642649.38
2015-01-03, 42291425.36, 7448763.25, 45443468.16, 2986389671.30, 2995005239.03, 24297755.48, 21145712.68, -8615567.73
2015-01-04, 70786796.43, -2942167.23, 61494705.57, 746294464.32, 753058524.41, 26101307.36, 35393398.21, -6764060.08
2015-01-05, 65291649.60, -619690.40, 26613819.31, 2543854188.73, 2544477168.27, -6032005.49, 32645824.80, -622979.53
2015-01-06, 149981868.63, -12824833.22, 100365109.23, 9537390567.28, 9536769100.94, 25374174.91, 74990934.31, 621466.33
2015-01-07, 51998961.40, 20583008.98, 25645883.36, 3935050879.15, 3947249033.38, -353597.34, 25999480.70, -12198154.23
2015-01-08, 113712655.29, 28667952.62, 44497638.13, 6365722268.55, 6356207371.07, -12358689.51, 56856327.65, 9514897.48
2015-01-09, 83160756.89, -6234352.51, 49924074.22, 525952993.06, 528679546.73, 8343695.78, 41580378.44, -2726553.68
2015-01-10, 96948276.73, 20726543.86, 68144417.61, 4774553897.52, 4775087180.19, 19670279.25, 48474138.37, -533282.67
2015-01-11, 101528071.60, -8920938.53, 65437150.68, 3438865109.65, 3433263023.03, 14673114.88, 50764035.80, 5602086.61
2015-01-12, 159316381.30, 376986.03, 108558495.77, 289073479.44, 284185007.83, 28900305.12, 79658190.65, 4888471.61
2015-01-13, 105449733.75, 1531297.55, 59909479.61, 7990738545.75, 7988717268.21, 7184612.74, 52724866.87, 2021277.54
2015-01-14, 153627002.55, -560182.66, 78332308.84, 1964309184.01, 1974151916.85, 1518807.57, 76813501.27, -9842732.84
2015-01-15, 48524760.54, 14975999.23, 4913029.86, 6464070488.22, 6461691814.63, -19349350.40, 24262380.27, 2378673.60
2015-01-16, 136566571.44, 11755197.21, 86759347.53, 2561521745.71, 2541894576.24, 18476061.81, 68283285.72, 19627169.47
2015-01-17, 55171242.15, 8579096.86, 47610055.51, 1284840334.07, 1278701545.37, 20024434.43, 27585621.07, 6138788.70
2015-01-18, 142556674.16, -3117509.51, 89397209.55, 5666475238.13, 5671069563.65, 18118872.47, 71278337.08, -4594325.52
2015-01-19, 46091823.96, 2083226.57, 41465450.78, 3949146137.46, 3942868723.45, 18419538.80, 23045911.98, 6277414.02
2015-01-20, 57543178.52, 7164356.28, 50885994.11, 254200582.73, 254973154.12, 22114404.85, 28771589.26, -772571.40
2015-01-21, 44104243.39, 23300872.07, 39297795.44, 6192624992.13, 6175615994.16, 17245673.75, 22052121.70, 17008997.97
2015-01-22, 91672874.08, -17862183.78, 72463377.85, 3153880440.54, 3164966975.14, 26626940.80, 45836437.04, -11086534.60
2015-01-23, 91355363.31, -8860445.29, 30900554.35, 8777194077.45, 8782900662.67, -14777127.30, 45677681.65, -5706585.22
2015-01-24, 96033341.71, 26139637.72, 30784759.69, 8466696223.55, 8450144135.69, -17231911.16, 48016670.85, 16552087.86
2015-01-25, 127163946.88, -177247.22, 56198664.08, 6138854291.51, 6146704597.53, -7383309.36, 63581973.44, -7850306.02
2015-01-26, 159312343.16, -4098979.79, 108195873.15, 1427783045.44, 1424202744.85, 28539701.58, 79656171.58, 3580300.59
2015-01-27, 105882889.38, -1834590.90, 54138327.44, 5657626621.46, 5654717107.80, 1196882.75, 52941444.69, 2909513.66
2015-01-28, 151788350.43, 26872821.37, 75078480.27, 1012434066.91, 1022918616.10, -815694.95, 75894175.22, -10484549.19
2015-01-29, 87785219.89, 8552331.35, 54873450.15, 4992611157.99, 4986657145.53, 10980840.20, 43892609.95, 5954012.47
2015-01-30, 41161406.71, 1495420.40, 48343292.89, 1389367415.57, 1369476538.47, 27762589.54, 20580703.35, 19890877.11
2015-01-31, 85810658.51, 17945029.41, 28657872.25, 9457415353.24, 9448076567.67, -14247457.01, 42905329.25, 9338785.56
2015-02-01, 158492665.28, 2060244.55, 108071456.95, 3764300195.26, 3776728868.11, 28825124.31, 79246332.64, -12428672.85
2015-02-02, 148848246.49, -17289642.15, 62701258.85, 7122508311.30, 7131862984.62, -11722864.39, 74424123.24, -9354673.32
2015-02-03, 79979277.99, 27146193.45, 54186003.95, 4908011127.74, 4888066459.48, 14196364.96, 39989638.99, 19944668.26
2015-02-04, 151252178.20, 27064867.54, 103286062.65, 5543672603.74, 5541778139.89, 27659973.55, 75626089.10, 1894463.85
2015-02-05, 173108904.43, 25819492.22, 94608862.51, 6170306787.67, 6150703158.95, 8054410.29, 86554452.22, 19603628.72
2015-02-06, 94890204.57, 20169822.50, 75392604.38, 2508201484.18, 2514181810.44, 27947502.10, 47445102.28, -5980326.27
2015-02-07, 83044012.06, 13073427.35, 40045049.52, 8144936884.13, 8129879490.50, -1476956.51, 41522006.03, 15057393.63
2015-02-08, 189250991.11, 18926424.29, 112457013.72, 1111106698.33, 1097681509.10, 17831518.17, 94625495.55, 13425189.23
2015-02-09, 131850980.61, 22280456.13, 92773899.42, 2848814350.85, 2839441889.54, 26848409.12, 65925490.30, 9372461.32
2015-02-10, 66713622.00, 22402436.40, 44390673.71, 3681323257.25, 3664459450.73, 11033862.71, 33356811.00, 16863806.52
2015-02-11, 105006321.41, 23238350.71, 82043125.95, 8265724769.85, 8273994089.42, 29539965.25, 52503160.70, -8269319.57
2015-02-12, 171687964.90, -4490481.05, 101829777.07, 6005914398.58, 5987712430.88, 15985794.62, 85843982.45, 18201967.69
2015-02-13, 77438267.96, 16848955.83, 26993161.14, 211915907.75, 205043003.73, -11725972.84, 38719133.98, 6872904.02
2015-02-14, 190681484.34, -3219039.23, 91902104.14, 2158386612.12, 2169054356.17, -3438638.03, 95340742.17, -10667744.05
2015-02-15, 116000327.71, 8445966.23, 67954439.80, 2466513978.69, 2475979371.92, 9954275.95, 58000163.86, -9465393.23
2015-02-16, 175852435.20, 1540265.51, 108970615.74, 4900509340.57, 4908195952.61, 21044398.14, 87926217.60, -7686612.03
2015-02-17, 44987851.16, 15222802.28, 11849122.09, 7581229574.65, 7564407858.29, -10644803.49, 22493925.58, 16821716.36
2015-02-18, 117592016.06, 23359253.07, 68321140.44, 7506504219.94, 7519107133.64, 9525132.41, 58796008.03, -12602913.70
2015-02-19, 156005618.39, 190297.48, 74229143.07, 4280137672.39, 4273254359.76, -3773666.13, 78002809.19, 6883312.63
2015-02-20, 41913352.54, 5424491.64, 13038727.69, 1957315641.68, 1970222433.87, -7917948.58, 20956676.27, -12906792.19
2015-02-21, 182008271.19, 25723028.71, 99831048.10, 1710360789.90, 1706885348.14, 8826912.50, 91004135.59, 3475441.76
2015-02-22, 149989756.42, -17042966.22, 80798198.50, 1842372036.58, 1836112239.59, 5803320.29, 74994878.21, 6259796.99
2015-02-23, 132437990.39, 5368808.91, 74841442.66, 6356392753.60, 6345057564.26, 8622447.47, 66218995.19, 11335189.34
2015-02-24, 41625884.05, -15150378.12, 28544915.27, 8734225313.37, 8730448440.52, 7731973.24, 20812942.02, 3776872.86
2015-02-25, 171312936.04, -10285126.19, 99718359.41, 4316241442.16, 4323774134.18, 14061891.39, 85656468.02, -7532692.02
2015-02-26, 164717589.80, -18444332.07, 97026844.01, 3348900381.19, 3330557687.57, 14668049.11, 82358794.90, 18342693.62
2015-02-27, 156024749.12, 9156190.67, 86606540.00, 2917005653.58, 2909876875.07, 8594165.44, 78012374.56, 7128778.51
2015-02-28, 140759942.46, 4926836.25, 51386257.13, 5998188437.54, 5986417910.99, -18993714.10, 70379971.23, 11770526.54
2015-03-01, 48036742.25, 10184771.51, 30943552.94, 2794652025.73, 2807275762.50, 6925181.81, 24018371.13, -12623736.78
2015-03-02, 160099719.17, 26358023.24, 69373891.28, 7493141268.09, 7497683344.63, -10675968.30, 80049859.59, -4542076.54
2015-03-03, 93699068.56, -15736958.67, 67629839.21, 8859887132.12, 8852926184.18, 20780304.93, 46849534.28, 6960947.93
2015-03-04, 169284412.01, 4620812.06, 89597420.79, 862719728.66, 873066258.86, 4955214.79, 84642206.00, -10346530.21
2015-03-05, 191520451.30, -18319006.35, 103826916.42, 5853930122.66, 5852893878.46, 8066690.77, 95760225.65, 1036244.20
2015-03-06, 59996044.59, 13175022.66, 40604608.99, 262434339.37, 247417816.49, 10606586.69, 29998022.29, 15016522.88
2015-03-07, 130652252.22, 9905317.24, 93084262.31, 9062048101.85, 9073721545.38, 27758136.20, 65326126.11, -11673443.53
2015-03-08, 199719956.62, -17004575.95, 82089023.48, 1412015609.95, 1420290853.84, -17770954.83, 99859978.31, -8275243.89
2015-03-09, 42512762.64, -7551383.95, 10509860.81, 951333931.87, 947086473.87, -10746520.51, 21256381.32, 4247458.00
2015-03-10, 149529147.52, 1515321.72, 61665542.92, 403335873.92, 401554892.89, -13099030.84, 74764573.76, 1780981.02
2015-03-11, 112473580.07, -10252271.76, 83035685.36, 9871026330.63, 9858567708.27, 26798895.32, 56236790.04, 12458622.37
2015-03-12, 77360629.89, 7312524.63, 55629137.36, 6908435925.59, 6911971270.16, 16948822.41, 38680314.94, -3535344.57
2015-03-13, 168993220.96, 6481581.77, 114792252.84, 4113281227.68, 4095859451.95, 30295642.36, 84496610.48, 17421775.73
2015-03-14, 154368240.75, 20396229.51, 89100756.50, 6729688502.05, 6726778760.55, 11916636.12, 77184120.38, 2909741.50
2015-03-15, 166923185.73, -13664225.03, 92020921.52, 2249581630.77, 2248669835.38, 8559328.65, 83461592.87, 911795.39
2015-03-16, 54894572.16, -17047459.16, 32348564.29, 6568957310.13, 6551445187.78, 4901278.21, 27447286.08, 17512122.36
